1,25.265945
2,18.638067
4,37.171364
5,18.922977
6,27.556877
7,23.916826
8,13.395185
10,20.095346
12,24.081167
14,20.939972
15,13.177593
17,27.533304
20,13.428914
21,33.19555
22,33.385418
26,15.426258
27,22.001719
29,27.129383
30,14.493505
33,31.09746
34,26.610743
37,39.82542
45,16.070383
46,12.157365
49,14.083621
51,13.470019
52,10.751539
54,18.324545
55,28.216032
56,28.835459
59,34.104733
60,17.076672
61,37.677418
63,12.219443
64,17.212679
65,30.21109
66,33.238884
68,17.983356
73,28.636276
74,40.755096
76,12.7072935
78,29.096828
81,23.30457
85,29.497448
89,20.619856
90,35.945503
92,34.214
96,17.408867
97,25.085379
100,23.166775
101,24.56616
102,25.581312
103,32.551517
106,18.378704
107,27.538689
108,13.827934
112,14.291791
113,31.843006
114,14.050541
116,15.854032
120,14.447309
122,26.98759
124,30.916214
126,17.496672
132,26.30091
133,12.963869
134,35.26227
135,28.088345
136,19.586704
137,14.6591835
138,91.91272
140,33.149693
141,32.790268
142,12.368199
144,32.082592
145,26.548555
146,16.636108
150,15.0551815
153,14.277974
154,19.03289
155,31.213089
156,31.025995
158,24.667448
159,23.373154
162,22.689075
164,37.749573
167,20.037678
168,16.643665
170,14.434173
171,15.294154
173,22.603409
175,28.6187
176,13.152801
179,22.780537
181,17.515175
186,13.663451
190,33.963017
191,25.424784
194,12.452052
196,24.859138
198,30.445515
199,26.055986
200,19.161999
206,16.85071
210,25.090431
212,31.043749
214,19.774437
215,15.292497
216,17.59796
218,17.591835
219,14.060251
220,23.36952
221,91.91272
223,23.434229
224,12.964863
225,28.42301
229,14.748105
230,15.192117
231,18.514711
232,19.353685
233,35.83823
235,14.884577
236,16.641794
238,20.198454
241,15.754629
245,19.071257
246,23.070286
250,19.392923
253,14.910776
254,34.310856
259,32.801956
260,32.79282
261,22.08826
263,18.879606
269,13.906729
271,21.674786
274,20.61555
280,35.409878
281,35.38069
282,26.590595
284,27.357512
286,11.6996
287,30.133953
289,15.043308
293,12.830414
294,27.050303
295,19.23243
296,31.056759
298,26.678343
299,17.798494
302,19.48398
303,15.591086
304,22.735449
308,22.226248
309,20.993036
310,29.192316
312,13.604173
317,30.9717
319,15.266019
320,12.455199
322,37.17713
324,18.130043
326,31.23829
327,25.943739
328,12.219443
330,18.220541
331,19.694305
332,23.191847
334,22.36177
341,13.176417
342,12.8514
346,40.482502
347,18.710035
348,15.552549
350,22.77595
352,26.181915
356,18.000095
357,26.676603
358,33.370842
361,13.504348
362,19.600838
363,20.50272
365,30.857145
369,13.65729
371,23.761135
372,13.807256
374,33.435608
376,27.486242
378,23.765945
379,21.687319
386,38.950897
388,26.583143
389,15.576323
390,23.740831
391,23.628119
392,32.581226
393,30.75755
394,14.999606
397,30.658619
