15822,14935.839966461062
15823,14768.210024610162
15824,14366.413083866239
15825,12337.23417018354
15827,16574.195166304708
15828,15574.539730325341
15829,15301.124344021082
15830,15955.924146518111
15831,20854.132815510035
15832,20686.502873659134
15833,21554.227737501264
15834,22087.743555545807
15836,21470.862105816603
15838,21525.937083005905
15840,22847.23986145854
15841,23700.774054408073
15842,22921.270628213882
15843,28346.707806766033
15844,27190.55645902455
15845,28025.176819235086
15846,27636.38023865223
15847,28041.124698460102
15848,29001.129127830267
15849,29351.293446823955
15850,30204.827639758587
15851,13556.28335276246
15852,13388.653410926461
15853,13267.856868863106
15854,12125.450376719236
15855,15194.638552621007
15856,14210.704673811793
15857,16014.223015204072
15858,15526.137723729014
15859,21148.18834219873
15860,21027.391800135374
15861,20990.41022899747
15862,18502.74914613366
15863,22918.961556583643
15864,22822.242911726236
15865,22697.54450213909
15866,14994.164909288287
15867,15828.785269469023
15868,14799.40522493422
15869,15219.878635942936
15870,15445.38498455286
15871,15778.51441141963
15873,16430.47866217792
15874,16903.456984311342
15875,14558.64706927538
15876,14470.955030858517
15877,14176.553785800934
15878,14790.007507279515
15879,15998.388550445437
15880,15197.346833139658
15881,15296.163171634078
15882,17311.62150861323
15883,15928.840101525187
15884,15808.043559461832
15885,15780.913816958666
15887,16127.09603588283
15888,17688.47928582132
15889,16533.938189327717
15890,18532.92667464912
15891,17805.02767291665
15892,14639.96273547411
15893,14472.332793623209
15894,14045.976176410913
15895,15368.124181583524
15897,14094.948326706886
15898,15687.176658004522
15899,16441.39734004438
15900,16754.602331891656
15901,17298.370464757085
15902,17073.654808312654
15903,16989.839837402105
15904,16961.803579613566
15905,18073.588327884674
15906,18968.523166790605
15907,17712.354572176933
15908,30723.04005946219
15909,30086.675633609295
15910,27192.270035907626
15912,31431.825898081064
15913,31183.43283061683
15914,30824.68890838325
15915,13910.176798835397
15916,13789.380256772041
15918,14229.229275256395
15919,11467.241692095995
15920,14729.410178467631
15921,14403.674073636532
15922,15893.432016149163
15923,15000.347053661942
