8646,24.09843
8647,35.696743
8648,28.55209
8649,13.980126
8650,0.0
8651,0.0
8652,0.0
8653,7.0884447
8654,7.4912543
8655,3.2087567
8656,18.749815
8657,18.847897
8658,36.12577
8659,108.514015
8660,161.55615
8661,168.13205
8662,158.96736
8663,194.14842
8664,81.01177
8665,55.9317
8666,74.90419
8667,65.548965
8668,72.75907
8669,62.1571
8670,42.734936
8671,24.658594
8672,14.046206
8673,0.0
8674,0.0
8675,5.1888623
8676,10.916178
8677,46.631714
8678,56.76376
8679,49.675465
8680,52.348022
8681,70.442696
8682,94.43948
8683,92.70881
8684,104.07957
8685,104.142265
8686,97.22483
8687,90.746254
8688,51.612
8689,53.95922
8690,47.169037
8691,40.76137
8692,22.678677
8693,10.091608
8694,0.6401914
8695,0.27570277
8696,0.0
8697,0.0
8698,3.6352854
8699,32.405937
8700,87.371414
8701,219.56317
8702,113.09877
8703,50.106815
8704,53.87304
8705,63.43573
8706,63.733418
8707,61.42585
8708,62.830193
8709,68.48859
8710,141.65248
8711,133.49902
8712,81.65305
8713,77.93343
8714,51.613895
8715,31.828392
8716,16.528555
8717,7.1106367
8718,3.4291859
8719,0.0
8720,0.0
8721,0.0
8722,2.6564472
8723,30.570988
8724,89.134796
8725,223.20209
8726,112.59312
8727,39.16821
8728,38.78588
8729,48.572292
8730,48.347233
8731,50.917828
8732,49.0423
8733,47.953068
8734,146.8029
8735,140.48851
8736,97.820145
8737,84.454216
8738,57.22757
8739,42.545277
8740,27.170715
8741,14.894994
8742,8.053684
8743,4.454621
8744,1.2586695
8745,2.6608582
8746,8.694998
8747,37.665165
8748,91.56356
8749,232.92613
8750,131.53302
8751,49.42841
8752,71.43015
8753,82.09628
8754,92.0123
8755,98.47139
8756,92.8429
8757,106.47739
8758,196.66943
8759,181.93837
8760,131.25342
8761,94.43917
8762,63.481842
8763,43.540756
8764,25.762709
8765,11.240657
8766,5.0563045
8767,2.2030609
8768,0.0
8769,0.0
8770,0.0
8771,32.06001
8772,92.44398
8773,220.5493
8774,120.30331
8775,57.622887
8776,79.030815
8777,105.24588
8778,134.15565
8779,174.53865
8780,152.61842
8781,182.53828
8782,263.4225
8783,256.07434
8784,150.62663
8785,96.92156
8786,82.36757
8787,77.050125
8788,40.627705
8789,40.981953
8790,30.576523
8791,11.131673
8792,6.1776543
8793,0.0
8794,0.0
8795,0.979374
8796,13.3701725
8797,16.731424
8798,34.00373
8799,42.58789
8800,98.44609
8801,169.51083
8802,203.19458
8803,291.7126
8804,332.531
8805,271.63513
8806,177.74767
8807,191.30829
8808,158.62645
8809,126.84206
8810,90.22572
8811,99.281685
8812,90.92065
8813,39.924263
8814,34.830788
8815,18.100096
8816,11.662728
8817,0.9437006
8818,0.0
8819,0.0
8820,22.620619
8821,45.64757
8822,78.341965
8823,115.307274
