8646,11
8647,23
8648,11
8649,32
8650,594
8651,49
8652,71
8653,84
8654,84
8655,84
8656,49
8657,105
8658,36
8659,36
8660,105
8661,112
8662,266
8663,139
8664,224
8665,30
8666,109
8667,143
8668,56
8669,184
8670,256
8671,8
8672,7
8673,8
8674,8
8675,21
8676,7
8677,2
8678,84
8679,2
8680,7
8681,2
8682,2
8683,7
8684,8
8685,7
8686,84
8687,8
8688,106
8689,109
8690,49
8691,36
8692,16
8693,152
8694,14
8695,1
8696,1
8697,1
8698,20
8699,49
8700,105
8701,487
8702,487
8703,62
8704,2
8705,7
8706,7
8707,196
8708,7
8709,159
8710,7
8711,7
8712,7
8713,268
8714,2
8715,112
8716,19
8717,27
8718,27
8719,2
8720,2
8721,1
8722,8
8723,31
8724,31
8725,31
8726,27
8727,452
8728,141
8729,166
8730,135
8731,161
8732,2
8733,160
8734,42
8735,42
8736,42
8737,42
8738,42
8739,42
8740,45
8741,62
8742,309
8743,75
8744,1
8745,1
8746,68
8747,38
8748,435
8749,487
8750,41
8751,63
8752,168
8753,177
8754,16
8755,97
8756,2
8757,99
8758,42
8759,139
8760,113
8761,168
8762,56
8763,56
8764,45
8765,95
8766,95
8767,552
8768,1
8769,1
8770,35
8771,95
8772,205
8773,49
8774,49
8775,62
8776,68
8777,177
8778,177
8779,2
8780,2
8781,178
8782,2
8783,95
8784,134
8785,95
8786,95
8787,95
8788,95
8789,11
8790,57
8791,11
8792,11
8793,16
8794,28
8795,49
8796,44
8797,49
8798,103
8799,26
8800,182
8801,182
8802,128
8803,115
8804,2
8805,2
8806,42
8807,347
8808,347
8809,106
8810,95
8811,95
8812,91
8813,8
8814,8
8815,2
8816,1
8817,1
8818,424
8819,266
8820,87
8821,351
8822,78
8823,122
8824,119
8825,112
8826,2
8827,182
8828,2
8829,2
8830,182
8831,64
8832,119
8833,109
8834,56
8835,96
8836,109
8837,1
8838,1
8839,1
8840,1
8841,4
8842,4
8843,162
8844,5
8845,63
8846,4
8847,81
8848,59
8849,68
8850,68
8851,156
8852,49
8853,141
8854,28
8855,34
8856,25
8857,34
8858,487
8859,25
8860,4
8861,540
8862,540
8863,46
8864,196
8865,16
8866,25
8867,25
8868,196
8869,25
8870,25
8871,16
8872,39
8873,16
8874,39
8875,196
8876,196
8877,84
8878,125
8879,112
8880,109
8881,56
8882,3
8883,4
8884,49
8885,57
8886,167
8887,75
8888,103
8889,103
8890,563
8891,388
8892,32
8893,487
8894,49
8895,28
8896,168
8897,168
8898,168
8899,168
8900,49
8901,466
8902,8
8903,32
8904,109
8905,109
8906,109
8907,4
8908,11
8909,54
8910,54
8911,54
8912,54
8913,49
8914,38
8915,43
8916,16
8917,16
8918,16
8919,16
8920,16
8921,16
8922,139
8923,38
8924,222
8925,56
8926,222
8927,113
8928,146
8929,38
8930,12
8931,4
8932,49
8933,49
8934,54
8935,32
8936,1
8937,1
8938,1
8939,223
8940,433
8941,243
8942,26
8943,182
8944,49
8945,7
8946,7
8947,7
8948,7
8949,7
8950,49
8951,49
8952,67
8953,67
8954,12
8955,48
8956,14
8957,14
8958,424
8959,552
8960,22
8961,22
8962,541
8963,22
8964,22
8965,197
8966,452
8967,55
8968,67
8969,115
8970,49
8971,55
8972,67
8973,67
8974,67
8975,67
8976,67
8977,67
8978,106
8979,22
8980,14
8981,14
8982,508
8983,21
8984,21
8985,253
8986,253
8987,36
8988,552
8989,74
8990,36
8991,74
8992,371
8993,2
8994,192
8995,57
8996,239
8997,57
8998,268
8999,74
9000,302
9001,74
9002,141
9003,34
9004,14
9005,14
9006,375
9007,18
9008,22
9009,375
9010,375
9011,96
9012,160
9013,197
9014,8
9015,105
9016,373
9017,49
9018,21
9019,84
9020,84
9021,84
9022,49
9023,36
9024,36
9025,8
9026,106
9027,4
9028,1
9029,4
9030,1
9031,4
9032,4
9033,1
9034,99
9035,49
9036,16
9037,49
9038,59
9039,49
9040,16
9041,102
9042,30
9043,30
9044,30
9045,30
9046,30
9047,113
9048,30
9049,113
9050,4
9051,49
9052,49
9053,256
9054,256
9055,1
9056,1
9057,2
9058,16
9059,40
9060,8
9061,26
9062,40
9063,8
9064,367
9065,161
9066,7
9067,7
9068,7
9069,49
9070,21
9071,2
9072,77
9073,48
9074,122
9075,14
9076,14
9077,424
9078,22
9079,22
9080,43
9081,162
9082,336
9083,22
9084,150
9085,26
9086,212
9087,166
9088,40
9089,99
9090,49
9091,29
9092,49
9093,64
9094,49
9095,56
9096,49
9097,49
9098,49
9099,1
9100,1
9101,1
9102,1
9103,1
9104,95
9105,1
9106,50
9107,152
9108,243
9109,62
9110,7
9111,2
9112,178
9113,2
9114,2
9115,221
9116,141
9117,67
9118,67
9119,67
9120,141
9121,2
